Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State
2253,CA-2016-117849,15-04-2016,17-04-2016,Second Class,JK-16120,Julie Kriz,Home Office,United States,San Diego,California
4160,US-2016-164588,16-04-2016,23-04-2016,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Columbus,Georgia
4278,US-2016-107440,16-04-2016,20-04-2016,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey
4279,US-2016-107440,16-04-2016,20-04-2016,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey
4280,US-2016-107440,16-04-2016,20-04-2016,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey
6919,CA-2016-105473,16-04-2016,18-04-2016,Second Class,BM-11785,Bryan Mills,Consumer,United States,Seattle,Washington
7130,CA-2016-166282,16-04-2016,22-04-2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Nashville,Tennessee
7131,CA-2016-166282,16-04-2016,22-04-2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Nashville,Tennessee
2644,CA-2016-149111,17-04-2016,21-04-2016,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina
2645,CA-2016-149111,17-04-2016,21-04-2016,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina
3790,US-2016-133508,17-04-2016,21-04-2016,Standard Class,SW-20350,Sean Wendt,Home Office,United States,Omaha,Nebraska
3986,CA-2016-108735,17-04-2016,21-04-2016,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,Lakewood,California
3989,US-2016-159415,17-04-2016,22-04-2016,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,Columbia,Tennessee
2422,CA-2016-155551,18-04-2016,23-04-2016,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Elmhurst,Illinois
2423,CA-2016-155551,18-04-2016,23-04-2016,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Elmhurst,Illinois
7780,CA-2016-139381,18-04-2016,22-04-2016,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Chesapeake,Virginia
7781,CA-2016-139381,18-04-2016,22-04-2016,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Chesapeake,Virginia
8453,CA-2016-125087,18-04-2016,23-04-2016,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas
8454,CA-2016-125087,18-04-2016,23-04-2016,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas
8455,CA-2016-125087,18-04-2016,23-04-2016,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas
9678,CA-2016-144785,18-04-2016,23-04-2016,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,New York City,New York
9679,CA-2016-144785,18-04-2016,23-04-2016,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,New York City,New York
1403,US-2016-161396,19-04-2016,25-04-2016,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio
1404,US-2016-161396,19-04-2016,25-04-2016,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio
1605,US-2016-115819,19-04-2016,24-04-2016,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California
1606,US-2016-115819,19-04-2016,24-04-2016,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California
1607,US-2016-115819,19-04-2016,24-04-2016,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California
1608,US-2016-115819,19-04-2016,24-04-2016,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California
1609,US-2016-115819,19-04-2016,24-04-2016,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California
1610,US-2016-115819,19-04-2016,24-04-2016,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California
7108,CA-2016-109666,19-04-2016,26-04-2016,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York
7109,CA-2016-109666,19-04-2016,26-04-2016,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York
7110,CA-2016-109666,19-04-2016,26-04-2016,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York
7111,CA-2016-109666,19-04-2016,26-04-2016,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York
7112,CA-2016-109666,19-04-2016,26-04-2016,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York
7113,CA-2016-109666,19-04-2016,26-04-2016,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York
7114,CA-2016-109666,19-04-2016,26-04-2016,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York
1271,US-2016-103646,21-04-2016,26-04-2016,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois
1272,US-2016-103646,21-04-2016,26-04-2016,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois
1273,US-2016-103646,21-04-2016,26-04-2016,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois
7986,CA-2016-151498,21-04-2016,24-04-2016,First Class,DN-13690,Duane Noonan,Consumer,United States,Seattle,Washington
9206,CA-2016-146423,21-04-2016,21-04-2016,Same Day,BT-11680,Brian Thompson,Consumer,United States,Milford,Connecticut
9207,CA-2016-146423,21-04-2016,21-04-2016,Same Day,BT-11680,Brian Thompson,Consumer,United States,Milford,Connecticut
463,CA-2016-109869,22-04-2016,29-04-2016,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona
464,CA-2016-109869,22-04-2016,29-04-2016,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona
465,CA-2016-109869,22-04-2016,29-04-2016,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona
466,CA-2016-109869,22-04-2016,29-04-2016,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona
467,CA-2016-109869,22-04-2016,29-04-2016,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona
1037,CA-2016-113061,22-04-2016,26-04-2016,Standard Class,EL-13735,Ed Ludwig,Home Office,United States,Jefferson City,Missouri
1577,CA-2016-109057,22-04-2016,27-04-2016,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Aurora,Illinois
1886,CA-2016-147578,22-04-2016,26-04-2016,Second Class,PG-18895,Paul Gonzalez,Consumer,United States,San Francisco,California
9503,CA-2016-101329,22-04-2016,29-04-2016,Standard Class,MM-17920,Michael Moore,Consumer,United States,Rome,New York
9504,CA-2016-101329,22-04-2016,29-04-2016,Standard Class,MM-17920,Michael Moore,Consumer,United States,Rome,New York
324,CA-2016-162138,23-04-2016,27-04-2016,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California
325,CA-2016-162138,23-04-2016,27-04-2016,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California
359,CA-2016-130001,23-04-2016,28-04-2016,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Charlotte,North Carolina
2829,CA-2016-124149,23-04-2016,26-04-2016,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio
2830,CA-2016-124149,23-04-2016,26-04-2016,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio
2831,CA-2016-124149,23-04-2016,26-04-2016,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio
9668,CA-2016-126270,23-04-2016,27-04-2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,San Clemente,California
9669,CA-2016-126270,23-04-2016,27-04-2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,San Clemente,California
1180,CA-2016-168081,24-04-2016,27-04-2016,Second Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas
3235,CA-2016-138933,24-04-2016,27-04-2016,First Class,JL-15130,Jack Lebron,Consumer,United States,Riverside,California
4987,CA-2016-149279,24-04-2016,28-04-2016,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Colorado Springs,Colorado
4988,CA-2016-149279,24-04-2016,28-04-2016,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Colorado Springs,Colorado
4989,CA-2016-149279,24-04-2016,28-04-2016,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Colorado Springs,Colorado
332,US-2016-150147,25-04-2016,29-04-2016,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania
333,US-2016-150147,25-04-2016,29-04-2016,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania
334,US-2016-150147,25-04-2016,29-04-2016,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania
4648,CA-2016-139556,26-04-2016,01-05-2016,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,New York City,New York
611,CA-2016-161816,28-04-2016,01-05-2016,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas
612,CA-2016-161816,28-04-2016,01-05-2016,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas
1072,CA-2016-152814,28-04-2016,02-05-2016,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Denver,Colorado
2614,CA-2016-137204,28-04-2016,05-05-2016,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Los Angeles,California
7913,CA-2016-167605,28-04-2016,30-04-2016,Second Class,RB-19570,Rob Beeghly,Consumer,United States,Saint Charles,Illinois
1716,CA-2016-154788,30-04-2016,04-05-2016,Standard Class,JL-15835,John Lee,Consumer,United States,New York City,New York
2155,US-2016-120460,30-04-2016,05-05-2016,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Dallas,Texas
2542,CA-2016-144792,30-04-2016,04-05-2016,Standard Class,KD-16615,Ken Dana,Corporate,United States,Scottsdale,Arizona
2664,CA-2016-164784,01-05-2016,04-05-2016,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee
2665,CA-2016-164784,01-05-2016,04-05-2016,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee
2666,CA-2016-164784,01-05-2016,04-05-2016,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee
5862,CA-2016-101525,01-05-2016,04-05-2016,Second Class,CM-12235,Chris McAfee,Consumer,United States,Little Rock,Arkansas
5863,CA-2016-101525,01-05-2016,04-05-2016,Second Class,CM-12235,Chris McAfee,Consumer,United States,Little Rock,Arkansas
5864,CA-2016-101525,01-05-2016,04-05-2016,Second Class,CM-12235,Chris McAfee,Consumer,United States,Little Rock,Arkansas
1278,CA-2016-148698,02-05-2016,07-05-2016,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Houston,Texas
3237,CA-2016-146836,02-05-2016,02-05-2016,Same Day,CC-12475,Cindy Chapman,Consumer,United States,New York City,New York
3238,CA-2016-146836,02-05-2016,02-05-2016,Same Day,CC-12475,Cindy Chapman,Consumer,United States,New York City,New York
5316,CA-2016-154060,02-05-2016,08-05-2016,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Greensboro,North Carolina
7849,CA-2016-104311,02-05-2016,06-05-2016,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Irving,Texas
7850,CA-2016-104311,02-05-2016,06-05-2016,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Irving,Texas
7851,CA-2016-104311,02-05-2016,06-05-2016,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Irving,Texas
8505,CA-2016-109400,02-05-2016,06-05-2016,Standard Class,NR-18550,Nick Radford,Consumer,United States,Amarillo,Texas
9851,CA-2016-158155,02-05-2016,06-05-2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,New York City,New York
9852,CA-2016-158155,02-05-2016,06-05-2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,New York City,New York
9853,CA-2016-158155,02-05-2016,06-05-2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,New York City,New York
9854,CA-2016-158155,02-05-2016,06-05-2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,New York City,New York
4436,CA-2016-163398,03-05-2016,08-05-2016,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois
4437,CA-2016-163398,03-05-2016,08-05-2016,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois
4438,CA-2016-163398,03-05-2016,08-05-2016,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois
9559,CA-2016-129280,03-05-2016,05-05-2016,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio
9560,CA-2016-129280,03-05-2016,05-05-2016,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio
9561,CA-2016-129280,03-05-2016,05-05-2016,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio
9562,CA-2016-129280,03-05-2016,05-05-2016,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio
9563,CA-2016-129280,03-05-2016,05-05-2016,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio
9564,CA-2016-129280,03-05-2016,05-05-2016,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio
1358,CA-2016-145247,05-05-2016,07-05-2016,First Class,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky
2286,CA-2016-112676,05-05-2016,08-05-2016,First Class,PJ-18835,Patrick Jones,Corporate,United States,Murfreesboro,Tennessee
2589,CA-2016-137729,05-05-2016,09-05-2016,Standard Class,BF-11005,Barry Franz,Home Office,United States,Los Angeles,California
2590,CA-2016-137729,05-05-2016,09-05-2016,Standard Class,BF-11005,Barry Franz,Home Office,United States,Los Angeles,California
2820,CA-2016-160500,05-05-2016,08-05-2016,First Class,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California
2821,CA-2016-160500,05-05-2016,08-05-2016,First Class,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California
3041,US-2016-147991,05-05-2016,09-05-2016,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Chattanooga,Tennessee
5696,CA-2016-126165,05-05-2016,07-05-2016,Second Class,AH-10465,Amy Hunt,Consumer,United States,San Francisco,California
7115,US-2016-102239,05-05-2016,06-05-2016,First Class,LW-16990,Lindsay Williams,Corporate,United States,Henderson,Nevada
7116,US-2016-102239,05-05-2016,06-05-2016,First Class,LW-16990,Lindsay Williams,Corporate,United States,Henderson,Nevada
8752,CA-2016-105662,05-05-2016,09-05-2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tallahassee,Florida
8753,CA-2016-105662,05-05-2016,09-05-2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tallahassee,Florida
2380,CA-2016-118052,06-05-2016,10-05-2016,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio
2381,CA-2016-118052,06-05-2016,10-05-2016,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio
2382,CA-2016-118052,06-05-2016,10-05-2016,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio
3359,CA-2016-139234,06-05-2016,10-05-2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Chicago,Illinois
3360,CA-2016-139234,06-05-2016,10-05-2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Chicago,Illinois
6633,US-2016-146857,06-05-2016,08-05-2016,Second Class,BE-11455,Brad Eason,Home Office,United States,Springfield,Missouri
9676,CA-2016-137393,06-05-2016,10-05-2016,Standard Class,GM-14500,Gene McClure,Consumer,United States,Bakersfield,California
2180,CA-2016-128818,07-05-2016,11-05-2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York
2181,CA-2016-128818,07-05-2016,11-05-2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York
2182,CA-2016-128818,07-05-2016,11-05-2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York
2183,CA-2016-128818,07-05-2016,11-05-2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York
2184,CA-2016-128818,07-05-2016,11-05-2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York
2185,CA-2016-128818,07-05-2016,11-05-2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York
1602,CA-2016-164672,08-05-2016,13-05-2016,Second Class,GB-14530,George Bell,Corporate,United States,Dover,Delaware
1631,CA-2016-106530,08-05-2016,08-05-2016,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio
1632,CA-2016-106530,08-05-2016,08-05-2016,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio
1633,CA-2016-106530,08-05-2016,08-05-2016,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio
1634,CA-2016-106530,08-05-2016,08-05-2016,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio
1635,CA-2016-106530,08-05-2016,08-05-2016,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio
4815,CA-2016-111696,08-05-2016,10-05-2016,First Class,TB-21625,Trudy Brown,Consumer,United States,Los Angeles,California
494,CA-2016-169166,09-05-2016,14-05-2016,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,Seattle,Washington
1557,CA-2016-109176,09-05-2016,15-05-2016,Standard Class,JW-16075,Julia West,Consumer,United States,Philadelphia,Pennsylvania
1558,CA-2016-109176,09-05-2016,15-05-2016,Standard Class,JW-16075,Julia West,Consumer,United States,Philadelphia,Pennsylvania
5583,CA-2016-161158,09-05-2016,13-05-2016,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,New York City,New York
6847,US-2016-159093,09-05-2016,14-05-2016,Standard Class,RS-19420,Ricardo Sperren,Corporate,United States,Los Angeles,California
7833,CA-2016-112382,09-05-2016,13-05-2016,Standard Class,MB-18085,Mick Brown,Consumer,United States,Houston,Texas
8412,CA-2016-159765,09-05-2016,12-05-2016,Second Class,TH-21100,Thea Hendricks,Consumer,United States,Salem,Virginia
8915,US-2016-144057,09-05-2016,13-05-2016,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas
8916,US-2016-144057,09-05-2016,13-05-2016,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas
8917,US-2016-144057,09-05-2016,13-05-2016,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas
8918,US-2016-144057,09-05-2016,13-05-2016,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas
8919,US-2016-144057,09-05-2016,13-05-2016,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas
6573,CA-2016-161543,10-05-2016,16-05-2016,Standard Class,RD-19720,Roger Demir,Consumer,United States,Seattle,Washington
8249,CA-2016-133816,10-05-2016,13-05-2016,Second Class,CS-12400,Christopher Schild,Home Office,United States,Philadelphia,Pennsylvania
9379,CA-2016-117625,10-05-2016,15-05-2016,Standard Class,GM-14500,Gene McClure,Consumer,United States,Chicago,Illinois
161,CA-2016-162733,11-05-2016,12-05-2016,First Class,TT-21070,Ted Trevino,Consumer,United States,Los Angeles,California
1590,CA-2016-109911,12-05-2016,16-05-2016,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Virginia Beach,Virginia
3772,US-2016-101196,12-05-2016,17-05-2016,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Philadelphia,Pennsylvania
7077,CA-2016-167416,12-05-2016,17-05-2016,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Seattle,Washington
9272,CA-2016-100510,12-05-2016,17-05-2016,Standard Class,HM-14860,Harry Marie,Corporate,United States,New York City,New York
9273,CA-2016-100510,12-05-2016,17-05-2016,Standard Class,HM-14860,Harry Marie,Corporate,United States,New York City,New York
9496,US-2016-123610,12-05-2016,16-05-2016,Standard Class,VM-21835,Vivian Mathis,Consumer,United States,Mission Viejo,California
9497,US-2016-123610,12-05-2016,16-05-2016,Standard Class,VM-21835,Vivian Mathis,Consumer,United States,Mission Viejo,California
2161,CA-2016-141019,14-05-2016,14-05-2016,Same Day,LH-17155,Logan Haushalter,Consumer,United States,Cincinnati,Ohio
4797,US-2016-148901,14-05-2016,19-05-2016,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida
4798,US-2016-148901,14-05-2016,19-05-2016,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida
4799,US-2016-148901,14-05-2016,19-05-2016,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida
4800,US-2016-148901,14-05-2016,19-05-2016,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida
4801,US-2016-148901,14-05-2016,19-05-2016,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida
4802,US-2016-148901,14-05-2016,19-05-2016,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida
4803,US-2016-148901,14-05-2016,19-05-2016,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida
7280,CA-2016-108224,14-05-2016,14-05-2016,Same Day,TH-21235,Tiffany House,Corporate,United States,Yuma,Arizona
2096,US-2016-146570,15-05-2016,20-05-2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi
2097,US-2016-146570,15-05-2016,20-05-2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi
2098,US-2016-146570,15-05-2016,20-05-2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi
4830,CA-2016-152408,15-05-2016,21-05-2016,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,New York City,New York
4965,CA-2016-141180,15-05-2016,19-05-2016,Second Class,DP-13000,Darren Powers,Consumer,United States,Fort Lauderdale,Florida
7734,CA-2016-165673,15-05-2016,19-05-2016,Second Class,MN-17935,Michael Nguyen,Consumer,United States,Springfield,Ohio
1336,CA-2016-122133,16-05-2016,23-05-2016,Standard Class,JR-15670,Jim Radford,Consumer,United States,Middletown,Connecticut
3945,CA-2016-133144,16-05-2016,21-05-2016,Second Class,DO-13435,Denny Ordway,Consumer,United States,Los Angeles,California
9610,CA-2016-130638,16-05-2016,19-05-2016,Second Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California
9611,CA-2016-130638,16-05-2016,19-05-2016,Second Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California
1907,US-2016-150567,17-05-2016,21-05-2016,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida
1908,US-2016-150567,17-05-2016,21-05-2016,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida
4705,CA-2016-158435,17-05-2016,18-05-2016,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut
4706,CA-2016-158435,17-05-2016,18-05-2016,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut
4707,CA-2016-158435,17-05-2016,18-05-2016,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut
7787,US-2016-117037,17-05-2016,20-05-2016,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois
7788,US-2016-117037,17-05-2016,20-05-2016,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois
7789,US-2016-117037,17-05-2016,20-05-2016,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois
7790,US-2016-117037,17-05-2016,20-05-2016,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois
1677,CA-2016-122728,18-05-2016,24-05-2016,Standard Class,EB-13930,Eric Barreto,Consumer,United States,San Francisco,California
1678,CA-2016-122728,18-05-2016,24-05-2016,Standard Class,EB-13930,Eric Barreto,Consumer,United States,San Francisco,California
770,CA-2016-157245,19-05-2016,24-05-2016,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Arlington,Virginia
1717,CA-2016-169943,19-05-2016,24-05-2016,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York
1718,CA-2016-169943,19-05-2016,24-05-2016,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York
1719,CA-2016-169943,19-05-2016,24-05-2016,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York
1720,CA-2016-169943,19-05-2016,24-05-2016,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York
1721,CA-2016-169943,19-05-2016,24-05-2016,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York
2499,CA-2016-126935,19-05-2016,24-05-2016,Standard Class,BT-11395,Bill Tyler,Corporate,United States,San Francisco,California
3531,US-2016-152835,19-05-2016,23-05-2016,Standard Class,RP-19855,Roy Phan,Corporate,United States,Lafayette,Indiana
7467,CA-2016-138282,19-05-2016,23-05-2016,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Los Angeles,California
639,CA-2016-115917,20-05-2016,25-05-2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California
640,CA-2016-115917,20-05-2016,25-05-2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California
793,CA-2016-105256,20-05-2016,20-05-2016,Same Day,JK-15730,Joe Kamberova,Consumer,United States,Asheville,North Carolina
3688,CA-2016-108567,20-05-2016,24-05-2016,Standard Class,DB-13210,Dean Braden,Consumer,United States,Port Saint Lucie,Florida
3968,CA-2016-146010,20-05-2016,23-05-2016,First Class,EH-14125,Eugene Hildebrand,Home Office,United States,Colorado Springs,Colorado
524,US-2016-139486,21-05-2016,23-05-2016,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California
525,US-2016-139486,21-05-2016,23-05-2016,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California
2419,CA-2016-107202,21-05-2016,28-05-2016,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Sparks,Nevada
4361,CA-2016-127642,21-05-2016,23-05-2016,First Class,CP-12340,Christine Phan,Corporate,United States,Warwick,Rhode Island
7068,CA-2016-114209,21-05-2016,26-05-2016,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Dallas,Texas
7069,CA-2016-114209,21-05-2016,26-05-2016,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Dallas,Texas
9796,CA-2016-125920,21-05-2016,28-05-2016,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Chicago,Illinois
2441,CA-2016-146934,22-05-2016,27-05-2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey
2442,CA-2016-146934,22-05-2016,27-05-2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey
2443,CA-2016-146934,22-05-2016,27-05-2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey
2444,CA-2016-146934,22-05-2016,27-05-2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey
2445,CA-2016-146934,22-05-2016,27-05-2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey
2446,CA-2016-146934,22-05-2016,27-05-2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey
4724,CA-2016-159653,22-05-2016,22-05-2016,Same Day,JF-15490,Jeremy Farry,Consumer,United States,Athens,Georgia
8456,CA-2016-154081,22-05-2016,29-05-2016,Standard Class,JE-15610,Jim Epp,Corporate,United States,Los Angeles,California
1330,CA-2016-142762,23-05-2016,27-05-2016,Standard Class,LD-17005,Lisa DeCherney,Consumer,United States,San Francisco,California
